corpus_name,raw_sentence,label,clean_sentence_training,clean_sentence_EDA
youtube_toxic_comments,"""I can believe whatever I wanna believe, I don't care what any of them have to say.""
Bassem Masri, you are an idiot.",1,I can believe whatever I wanna believe I dont care what any of them have to say Bassem Masri you are an idiot,I can believe whatever I wanna believe I dont care what any of them have to say Bassem Masri you are an idiot
youtube_toxic_comments,Bassem Masri is a terrorist part of isis,1,Bassem Masri is a terrorist part of isis,Bassem Masri is a terrorist part of isis
youtube_toxic_comments,I would'nt waist my time trying to reason with this Police spitting Thug.  Trying to defend Criminal Brown is a losing matter.  The Grand Jury has made they're decision.   Live with it.,1,I wouldnt waist my time trying to reason with this Police spitting Thug Trying to defend Criminal Brown is a losing matter The Grand Jury has made theyre decision Live with it,I wouldnt waist my time trying to reason with this Police spitting Thug Trying to defend Criminal Brown is a losing matter The Grand Jury has made theyre decision Live with it
youtube_toxic_comments,"I wish mr masri was dead,,",1,I wish mr masri was dead,I wish mr masri was dead
youtube_toxic_comments,"Thus, with a collapse of the USA, only two possibilities can be considered, whereby, with the one, it boils down to a dictatorship with evil reprisals, while the other possibility may be a new reconstruction, if people who are fundamentally conscious of their responsibilities attain government and really do everything to bring about an effective and valuable new start. But whether this will actually occur, is currently extremely questionable, because presently, in a totalitarian manner, everything is directed towards interests which are economic, military, political and cultural – as well as towards that which is strict fundamentalist religious-sectarian – and based on enormous lies and devious, misanthropic, criminal and felonious machinations in every imaginable regard. This also means that the population of the USA is spied upon by the secret services and even severely within the neighbourhoods, and so forth, and, in every possible manner being restricted in its freedom, and this is in addition to the violence, as it emerges in some form or other, both openly and covertly.﻿",0,Thus with a collapse of the USA only two possibilities can be considered whereby with the one it boils down to a dictatorship with evil reprisals while the other possibility may be a new reconstruction if people who are fundamentally conscious of their responsibilities attain government and really do everything to bring about an effective and valuable new start But whether this will actually occur is currently extremely questionable because presently in a totalitarian manner everything is directed towards interests which are economic military political and cultural as well as towards that which is strict fundamentalist religioussectarian and based on enormous lies and devious misanthropic criminal and felonious machinations in every imaginable regard This also means that the population of the USA is spied upon by the secret services and even severely within the neighbourhoods and so forth and in every possible manner being restricted in its freedom and this is in addition to the violence as it emerges in some form or other both openly and covertly,Thus with a collapse of the USA only two possibilities can be considered whereby with the one it boils down to a dictatorship with evil reprisals while the other possibility may be a new reconstruction if people who are fundamentally conscious of their responsibilities attain government and really do everything to bring about an effective and valuable new start But whether this will actually occur is currently extremely questionable because presently in a totalitarian manner everything is directed towards interests which are economic military political and cultural as well as towards that which is strict fundamentalist religioussectarian and based on enormous lies and devious misanthropic criminal and felonious machinations in every imaginable regard This also means that the population of the USA is spied upon by the secret services and even severely within the neighbourhoods and so forth and in every possible manner being restricted in its freedom and this is in addition to the violence as it emerges in some form or other both openly and covertly
youtube_toxic_comments,"You actually CAN shout ""fire"" in a crowded theater. Christopher Hitchens demonstrated this in his talk about ""free speech."" Look it up. The interviewee is correct. Cops serve the public, not the other way around. And it is consistent with serving that public that the police department represent that public's race and ethnicity in its ranks. Hire a bunch of big, tough, black guys to the police department and you will have fewer blacks being shot to death by a puny white guy who felt humiliated when he got bitch slapped by a teenager. ",1,You actually CAN shout fire in a crowded theater Christopher Hitchens demonstrated this in his talk about free speech Look it up The interviewee is correct Cops serve the public not the other way around And it is consistent with serving that public that the police department represent that publics race and ethnicity in its ranks Hire a bunch of big tough black guys to the police department and you will have fewer blacks being shot to death by a puny white guy who felt humiliated when he got bitch slapped by a teenager,You actually CAN shout fire in a crowded theater Christopher Hitchens demonstrated this in his talk about free speech Look it up The interviewee is correct Cops serve the public not the other way around And it is consistent with serving that public that the police department represent that publics race and ethnicity in its ranks Hire a bunch of big tough black guys to the police department and you will have fewer blacks being shot to death by a puny white guy who felt humiliated when he got bitch slapped by a teenager
youtube_toxic_comments,"I think ,he kill him",1,I think he kill him,I think he kill him
youtube_toxic_comments,LEGALIZE MARIJUANA! Then problems will stop,0,LEGALIZE MARIJUANA Then problems will stop,LEGALIZE MARIJUANA Then problems will stop
youtube_toxic_comments,1 word: Provocateur........,0,word Provocateur,word Provocateur
youtube_toxic_comments,Lol. This is what happens when the greedy rich slime keep the masses uneducated & ignorant. Now deal with the stupid that you created. Trying to reason with the irrational is an exercise in futility. Get the popcorn ready bc it's about to boil over. If you fall for the talk you will fall just walking. ,1,Lol This is what happens when the greedy rich slime keep the masses uneducated ignorant Now deal with the stupid that you created Trying to reason with the irrational is an exercise in futility Get the popcorn ready bc its about to boil over If you fall for the talk you will fall just walking,Lol This is what happens when the greedy rich slime keep the masses uneducated ignorant Now deal with the stupid that you created Trying to reason with the irrational is an exercise in futility Get the popcorn ready bc its about to boil over If you fall for the talk you will fall just walking
youtube_toxic_comments,"The legal system is inherently racist, same as this CNN reporter",1,The legal system is inherently racist same as this CNN reporter,The legal system is inherently racist same as this CNN reporter
youtube_toxic_comments,He looks ready to cut heads off he must be a isis sympathizer and I'm going to say maybe 5% care about the issue at hand and other 95% just want to go loot stores and fuck shit up...,1,He looks ready to cut heads off he must be a isis sympathizer and Im going to say maybe care about the issue at hand and other just want to go loot stores and fuck shit up,He looks ready to cut heads off he must be a isis sympathizer and Im going to say maybe care about the issue at hand and other just want to go loot stores and fuck shit up
youtube_toxic_comments,"lol, ""shoot to apprehend"". He is an idiot.",1,lol shoot to apprehend He is an idiot,lol shoot to apprehend He is an idiot
youtube_toxic_comments,"This case has overshadowed the cops that murdered a kid with a fake sword in Saratoga Springs, Utah. I am just as much outraged by the Mike brown case. The murder that happened in Utah was just about the same deal. Cops are provided with non lethal weapons. The shooting in Utah unwarranted because he ran, don't know why he ran but if you lunged at the police with the fake sword you should have taken that opportunity for immediate action right then. He ran and was shot 6 times in the back. We know a large group of cops are corrupt and these murderers are nothing new. Though I have ran from the police many times when I was in my teens, cops just pursue and find him hiding some where. Not just put 6 bullets in the back ending a life. They said in some paper, Saratoga Springs has about 5% of black population.. I have been through there and I would say they were off by about 5%. ",0,This case has overshadowed the cops that murdered a kid with a fake sword in Saratoga Springs Utah I am just as much outraged by the Mike brown case The murder that happened in Utah was just about the same deal Cops are provided with non lethal weapons The shooting in Utah unwarranted because he ran dont know why he ran but if you lunged at the police with the fake sword you should have taken that opportunity for immediate action right then He ran and was shot times in the back We know a large group of cops are corrupt and these murderers are nothing new Though I have ran from the police many times when I was in my teens cops just pursue and find him hiding some where Not just put bullets in the back ending a life They said in some paper Saratoga Springs has about of black population I have been through there and I would say they were off by about,This case has overshadowed the cops that murdered a kid with a fake sword in Saratoga Springs Utah I am just as much outraged by the Mike brown case The murder that happened in Utah was just about the same deal Cops are provided with non lethal weapons The shooting in Utah unwarranted because he ran dont know why he ran but if you lunged at the police with the fake sword you should have taken that opportunity for immediate action right then He ran and was shot times in the back We know a large group of cops are corrupt and these murderers are nothing new Though I have ran from the police many times when I was in my teens cops just pursue and find him hiding some where Not just put bullets in the back ending a life They said in some paper Saratoga Springs has about of black population I have been through there and I would say they were off by about
youtube_toxic_comments,This man is a zionist jew look at ypu can see the jewnesss in his face  cnn only employ zionist sympathisers and neo-con racists and wolf blitzer is the emplpyeee ,1,This man is a zionist jew look at ypu can see the jewnesss in his face cnn only employ zionist sympathisers and neocon racists and wolf blitzer is the emplpyeee,This man is a zionist jew look at ypu can see the jewnesss in his face cnn only employ zionist sympathisers and neocon racists and wolf blitzer is the emplpyeee
youtube_toxic_comments,"""There is blood on the street but you are worried about words"" .... we are ALL getting very tired with the way mainstream media is treating us like idiots who will follow their condescending, irrelevant, distracting, disparaging narrative... Step up CNN",0,There is blood on the street but you are worried about words we are ALL getting very tired with the way mainstream media is treating us like idiots who will follow their condescending irrelevant distracting disparaging narrative Step up CNN,There is blood on the street but you are worried about words we are ALL getting very tired with the way mainstream media is treating us like idiots who will follow their condescending irrelevant distracting disparaging narrative Step up CNN
youtube_toxic_comments,"stop being criminals and you wont get shot, that simple",1,stop being criminals and you wont get shot that simple,stop being criminals and you wont get shot that simple
youtube_toxic_comments,I LIKE TURTLES!,0,I LIKE TURTLES,I LIKE TURTLES
youtube_toxic_comments,Massri needs an education.,1,Massri needs an education,Massri needs an education
youtube_toxic_comments,CNN mother fuckers....fuck you peace of shit!,1,CNN mother fuckersfuck you peace of shit,CNN mother fuckersfuck you peace of shit
youtube_toxic_comments,"Hers my statement, I think ali sheep butt fucker masri should take an ak and go fight in syria..",2,Hers my statement I think ali sheep butt fucker masri should take an ak and go fight in syria,Hers my statement I think ali sheep butt fucker masri should take an ak and go fight in syria
youtube_toxic_comments,Hahahahaha.  This guy is Ed Bassmaster's character ALWAYS TESTE. Ed Bassmaster has a semi-retarded character who is cross-eyed just like this guy,1,Hahahahaha This guy is Ed Bassmasters character ALWAYS TESTE Ed Bassmaster has a semiretarded character who is crosseyed just like this guy,Hahahahaha This guy is Ed Bassmasters character ALWAYS TESTE Ed Bassmaster has a semiretarded character who is crosseyed just like this guy
youtube_toxic_comments,How do these childish cops sleep at night ?,0,How do these childish cops sleep at night,How do these childish cops sleep at night
youtube_toxic_comments,A completely idiot having his minutrs of fame,1,A completely idiot having his minutrs of fame,A completely idiot having his minutrs of fame
youtube_toxic_comments,I hope to god you guys is still not falling for the same ol banana in the tailpipe bullshit news that they're giving you,1,I hope to god you guys is still not falling for the same ol banana in the tailpipe bullshit news that theyre giving you,I hope to god you guys is still not falling for the same ol banana in the tailpipe bullshit news that theyre giving you
youtube_toxic_comments,CNN is such Bullcrap!,1,CNN is such Bullcrap,CNN is such Bullcrap
youtube_toxic_comments,"Alright. This entire case is crap. All of these people who are saying that white people are being racist, and calling them bad names is just as ""racist"", as you would like to call it, as us. There have been extensive investigations that prove that this boy's death was out of self defense. However, I am not defending the whole KKK thing. But, I am defending the helpless citizens of Ferguson. This boy died. I don't care if he was white or black. What I do care about is how the people in Ferguson are treating their town. If they really cared about this incident, they would hold memorials to express their feelings.This is not helping themselves get justice. What really matters is that this boy is dead. Something HAS been done about it. The Grand Jury has decided. Can it just be over?",0,Alright This entire case is crap All of these people who are saying that white people are being racist and calling them bad names is just as racist as you would like to call it as us There have been extensive investigations that prove that this boys death was out of self defense However I am not defending the whole KKK thing But I am defending the helpless citizens of Ferguson This boy died I dont care if he was white or black What I do care about is how the people in Ferguson are treating their town If they really cared about this incident they would hold memorials to express their feelingsThis is not helping themselves get justice What really matters is that this boy is dead Something HAS been done about it The Grand Jury has decided Can it just be over,Alright This entire case is crap All of these people who are saying that white people are being racist and calling them bad names is just as racist as you would like to call it as us There have been extensive investigations that prove that this boys death was out of self defense However I am not defending the whole KKK thing But I am defending the helpless citizens of Ferguson This boy died I dont care if he was white or black What I do care about is how the people in Ferguson are treating their town If they really cared about this incident they would hold memorials to express their feelingsThis is not helping themselves get justice What really matters is that this boy is dead Something HAS been done about it The Grand Jury has decided Can it just be over
youtube_toxic_comments,This guy doesn't know what happened he didn't have his hands up,0,This guy doesnt know what happened he didnt have his hands up,This guy doesnt know what happened he didnt have his hands up
youtube_toxic_comments,Ayy CNN are lookin like pussies ,1,Ayy CNN are lookin like pussies,Ayy CNN are lookin like pussies
youtube_toxic_comments,Smirconnish is the most even-handed guy in the world.  This guy Masri is an idiot.,1,Smirconnish is the most evenhanded guy in the world This guy Masri is an idiot,Smirconnish is the most evenhanded guy in the world This guy Masri is an idiot
youtube_toxic_comments,"Masri is a total idiot ""I don't have to know the evidence, I can just come to my own conclusions instead""
Here is a clue, dont attack a cop and try to take his gun and then rush him after he finally gets out of his car and you wont get shot duhhh.
So what would Masri do, take Brown out for a icecream as he is beating him into the ground and not defend himself?
BTW, Browns momma and gramma violently assaulted some people who were selling T-shirts in memory of Brown and put two people in the hospital, stole their money and trashed their shop and will probably be charged for it, so we all know what sort of mentality Brown was raised in and he was a thug wanna be, who caused his own death.",2,Masri is a total idiot I dont have to know the evidence I can just come to my own conclusions instead Here is a clue dont attack a cop and try to take his gun and then rush him after he finally gets out of his car and you wont get shot duhhh So what would Masri do take Brown out for a icecream as he is beating him into the ground and not defend himself BTW Browns momma and gramma violently assaulted some people who were selling Tshirts in memory of Brown and put two people in the hospital stole their money and trashed their shop and will probably be charged for it so we all know what sort of mentality Brown was raised in and he was a thug wanna be who caused his own death,Masri is a total idiot I dont have to know the evidence I can just come to my own conclusions instead Here is a clue dont attack a cop and try to take his gun and then rush him after he finally gets out of his car and you wont get shot duhhh So what would Masri do take Brown out for a icecream as he is beating him into the ground and not defend himself BTW Browns momma and gramma violently assaulted some people who were selling Tshirts in memory of Brown and put two people in the hospital stole their money and trashed their shop and will probably be charged for it so we all know what sort of mentality Brown was raised in and he was a thug wanna be who caused his own death
youtube_toxic_comments,He had to take a break because Bassem was making too much sense for him to debate further. ,0,He had to take a break because Bassem was making too much sense for him to debate further,He had to take a break because Bassem was making too much sense for him to debate further
youtube_toxic_comments,"Let's reverse the rolls! Black racist cops in rich white communities.(but you can't prove there racist) When a white man gets pissed off at this intolerable condition. We unload several clips of high caliber ammo at point blank range for his audacity at questioning authority. All Americans need to be on full alert of this elitist agenda to set presidents of questioning authority. The elitist upper-class is the problem. Prison culture CIA drug Cartels. Exporting jobs and importing cheap labor, While the elitist get bailed out and support this corrupt system. We can turn this around when we c get past the race issue the Govt. incites to divide the working class, but you can hardly call it a working class because the Govt put everyone out of work. We are more of a homeless class. Let us not for get Western history and the role big money plays in this clusterfuck designed to destroy a Nation that is Destroyed at this point. We can get it back, ask me how.",1,Lets reverse the rolls Black racist cops in rich white communitiesbut you cant prove there racist When a white man gets pissed off at this intolerable condition We unload several clips of high caliber ammo at point blank range for his audacity at questioning authority All Americans need to be on full alert of this elitist agenda to set presidents of questioning authority The elitist upperclass is the problem Prison culture CIA drug Cartels Exporting jobs and importing cheap labor While the elitist get bailed out and support this corrupt system We can turn this around when we c get past the race issue the Govt incites to divide the working class but you can hardly call it a working class because the Govt put everyone out of work We are more of a homeless class Let us not for get Western history and the role big money plays in this clusterfuck designed to destroy a Nation that is Destroyed at this point We can get it back ask me how,Lets reverse the rolls Black racist cops in rich white communitiesbut you cant prove there racist When a white man gets pissed off at this intolerable condition We unload several clips of high caliber ammo at point blank range for his audacity at questioning authority All Americans need to be on full alert of this elitist agenda to set presidents of questioning authority The elitist upperclass is the problem Prison culture CIA drug Cartels Exporting jobs and importing cheap labor While the elitist get bailed out and support this corrupt system We can turn this around when we c get past the race issue the Govt incites to divide the working class but you can hardly call it a working class because the Govt put everyone out of work We are more of a homeless class Let us not for get Western history and the role big money plays in this clusterfuck designed to destroy a Nation that is Destroyed at this point We can get it back ask me how
youtube_toxic_comments,This moron is talking about being peaceful?  Their burning the nation's flag idiot.  Even though that's what you are suppose to do when it's old so they have no knowledge.  They are babies making noise. ,1,This moron is talking about being peaceful Their burning the nations flag idiot Even though thats what you are suppose to do when its old so they have no knowledge They are babies making noise,This moron is talking about being peaceful Their burning the nations flag idiot Even though thats what you are suppose to do when its old so they have no knowledge They are babies making noise
youtube_toxic_comments," This is a CIA agent provocateur operative to kick-start the riots of the New American Civil War. He's not African American but his rehearsed ""Ebonics"" is transparent.",0,This is a CIA agent provocateur operative to kickstart the riots of the New American Civil War Hes not African American but his rehearsed Ebonics is transparent,This is a CIA agent provocateur operative to kickstart the riots of the New American Civil War Hes not African American but his rehearsed Ebonics is transparent
youtube_toxic_comments,Can someone shoot this black idiot too? That would make me giggle inside :),2,Can someone shoot this black idiot too That would make me giggle inside,Can someone shoot this black idiot too That would make me giggle inside
youtube_toxic_comments,You people are sick! This man is speaking the truth and y'all are just mad. Trying to justify why a young boy who did nothing was shot and killed smh. Y'all are the devil and a disease to this earth! I'll be glad when the sun burns all your asses into extinction and we can have our planet back! Half animal half devil cave beasts!!! ,2,You people are sick This man is speaking the truth and yall are just mad Trying to justify why a young boy who did nothing was shot and killed smh Yall are the devil and a disease to this earth Ill be glad when the sun burns all your asses into extinction and we can have our planet back Half animal half devil cave beasts,You people are sick This man is speaking the truth and yall are just mad Trying to justify why a young boy who did nothing was shot and killed smh Yall are the devil and a disease to this earth Ill be glad when the sun burns all your asses into extinction and we can have our planet back Half animal half devil cave beasts
youtube_toxic_comments,The world is changing im mad at the police too but id be dam if isis gonna come in here thats when its time to kill these faucks,2,The world is changing im mad at the police too but id be dam if isis gonna come in here thats when its time to kill these faucks,The world is changing im mad at the police too but id be dam if isis gonna come in here thats when its time to kill these faucks
youtube_toxic_comments,"CNN is propaganda for the most part, and people let them hear it in Ferguson too.",0,CNN is propaganda for the most part and people let them hear it in Ferguson too,CNN is propaganda for the most part and people let them hear it in Ferguson too
youtube_toxic_comments,"What a waste of time talking to that idiot. ""You know what Im sayin."" ""I'll believe what I want to believe.""- Yup- hell with facts or evidence. Loser.",1,What a waste of time talking to that idiot You know what Im sayin Ill believe what I want to believe Yup hell with facts or evidence Loser,What a waste of time talking to that idiot You know what Im sayin Ill believe what I want to believe Yup hell with facts or evidence Loser
youtube_toxic_comments,"News fucktards...........puppet players,,,,,all they are paid liars ",1,News fucktardspuppet playersall they are paid liars,News fucktardspuppet playersall they are paid liars
youtube_toxic_comments,Bassem has the right to express himself....we have freedom of expression.....We all have that right....Its an amendment of the Constitution.....I dont think CNN is that competent after all.,0,Bassem has the right to express himselfwe have freedom of expressionWe all have that rightIts an amendment of the ConstitutionI dont think CNN is that competent after all,Bassem has the right to express himselfwe have freedom of expressionWe all have that rightIts an amendment of the ConstitutionI dont think CNN is that competent after all
youtube_toxic_comments,"does this guy riot before or after work? Orrrr, let me guess he fucks off all day doing nothing.",1,does this guy riot before or after work Orrrr let me guess he fucks off all day doing nothing,does this guy riot before or after work Orrrr let me guess he fucks off all day doing nothing
youtube_toxic_comments,Mr. Masri is 100% right couldn't say it any better myself.,0,Mr Masri is right couldnt say it any better myself,Mr Masri is right couldnt say it any better myself
youtube_toxic_comments,Can anyone tell me why it is racist if a white man shoots a black man? Is it not racist when black man shoots a white man? Why do these cases turn instantly into racist ones it makes no sense.,0,Can anyone tell me why it is racist if a white man shoots a black man Is it not racist when black man shoots a white man Why do these cases turn instantly into racist ones it makes no sense,Can anyone tell me why it is racist if a white man shoots a black man Is it not racist when black man shoots a white man Why do these cases turn instantly into racist ones it makes no sense
youtube_toxic_comments,Racial profiling and police intimidation? He robbed a store and got killed as a result. Fucking excuses man. Black people shouldn't have to get arrested when they commit a strong arm robbery. When black people get violent they shouldn't have to fear getting put down like an animal. He actually said we shouldn't have to worry about warrants. lol. Fucking piece of human garbage.,1,Racial profiling and police intimidation He robbed a store and got killed as a result Fucking excuses man Black people shouldnt have to get arrested when they commit a strong arm robbery When black people get violent they shouldnt have to fear getting put down like an animal He actually said we shouldnt have to worry about warrants lol Fucking piece of human garbage,Racial profiling and police intimidation He robbed a store and got killed as a result Fucking excuses man Black people shouldnt have to get arrested when they commit a strong arm robbery When black people get violent they shouldnt have to fear getting put down like an animal He actually said we shouldnt have to worry about warrants lol Fucking piece of human garbage
youtube_toxic_comments,Wrong Mother Fucker. No shoot to apprehend,1,Wrong Mother Fucker No shoot to apprehend,Wrong Mother Fucker No shoot to apprehend
youtube_toxic_comments,"Black and white crimes seems to be big topic in us after Ferguson case. I just came here to brag about Finnish cops that used firearm 6 times last year, 2 time towards human, 2 times to warn 2 times to kill wounded animal. 5 million ppl here and 0,5 gun per capita.",0,Black and white crimes seems to be big topic in us after Ferguson case I just came here to brag about Finnish cops that used firearm times last year time towards human times to warn times to kill wounded animal million ppl here and gun per capita,Black and white crimes seems to be big topic in us after Ferguson case I just came here to brag about Finnish cops that used firearm times last year time towards human times to warn times to kill wounded animal million ppl here and gun per capita
youtube_toxic_comments,"and the heading reads, When the protesters take it too far",0,and the heading reads When the protesters take it too far,and the heading reads When the protesters take it too far
youtube_toxic_comments,This Muslim man does not have anything in mind of peace. He wants to stir up dissonance and trouble among Americans by using racist accusations . THAT IS HIS MAN GOAL.,1,This Muslim man does not have anything in mind of peace He wants to stir up dissonance and trouble among Americans by using racist accusations THAT IS HIS MAN GOAL,This Muslim man does not have anything in mind of peace He wants to stir up dissonance and trouble among Americans by using racist accusations THAT IS HIS MAN GOAL
